Timestamp,Hey guys! I just saw that a penguin escaped.,I'm going out with the guys. You can deal with the penguins.,We're going to need to hire a Python guy to deal with our penguin problems.,This would never have happened if the Java guys were here.,That penguin is such a good guy,Those guys dealt with the penguin emergency so professionally.,I met a great Erlang guy the other day who knows how to deal with thorny penguin issues,Do you identify as a woman?,Unnamed: 10,???
2013-12-26 13:34:00,gender neutral,just men,just men,just men,just men,just men,just men,No,,
2013-12-26 13:34:18,gender neutral,just men,just men,just men,just men,just men,just men,No,San Mateo,
2013-12-26 13:34:38,gender neutral,just men,just men,gender neutral,just men,gender neutral,just men,No,Uk,
2013-12-26 13:35:05,gender neutral,just men,gender neutral,gender neutral,just men,gender neutral,gender neutral,No,England,
2013-12-26 13:35:12,gender neutral,just men,just men,gender neutral,gender neutral,gender neutral,just men,No,Slovenia,
2013-12-26 13:35:12,gender neutral,just men,just men,just men,gender neutral,gender neutral,just men,No,New Zealand,
2013-12-26 13:36:04,gender neutral,just men,just men,just men,gender neutral,gender neutral,just men,No,,
2013-12-26 13:36:28,just men,just men,just men,just men,just men,just men,just men,No,UK,
2013-12-26 13:38:12,gender neutral,just men,just men,just men,just men,gender neutral,just men,No,,
2013-12-26 13:37:51,gender neutral,just men,just men,just men,just men,gender neutral,just men,Yes,New York City,
2013-12-26 13:38:17,gender neutral,just men,gender neutral,gender neutral,just men,gender neutral,just men,No,Thousand Oaks,
2013-12-26 13:38:18,gender neutral,just men,gender neutral,gender neutral,just men,gender neutral,just men,No,London,
2013-12-26 13:38:48,gender neutral,just men,just men,gender neutral,just men,gender neutral,just men,No,,
2013-12-26 13:39:37,gender neutral,just men,just men,just men,just men,gender neutral,just men,No,SF,
2013-12-26 13:39:49,gender neutral,just men,just men,just men,just men,gender neutral,just men,Yes,Brooklyn,
2013-12-26 13:39:51,gender neutral,just men,just men,just men,just men,gender neutral,just men,Yes,Thames New Zealand,
2013-12-26 13:40:08,gender neutral,just men,just men,gender neutral,gender neutral,gender neutral,just men,No,Birmingham UK,
2013-12-26 13:40:51,gender neutral,just men,just men,gender neutral,just men,gender neutral,just men,No,New Zealand ,
2013-12-26 13:41:05,gender neutral,gender neutral,just men,gender neutral,just men,gender neutral,just men,No,,
2013-12-26 13:41:57,gender neutral,gender neutral,just men,gender neutral,just men,gender neutral,just men,No,London,
2013-12-26 13:42:40,gender neutral,just men,just men,just men,gender neutral,gender neutral,just men,No,New Zealand ,
2013-12-26 13:43:11,gender neutral,gender neutral,just men,gender neutral,just men,gender neutral,just men,No,UK,
2013-12-26 13:43:17,gender neutral,just men,just men,gender neutral,gender neutral,gender neutral,gender neutral,Yes,Detroit,
2013-12-26 13:43:44,gender neutral,just men,gender neutral,gender neutral,just men,gender neutral,just men,No,Christchurch,
2013-12-26 13:44:21,gender neutral,gender neutral,just men,gender neutral,just men,gender neutral,just men,No,New Zealand,
2013-12-26 13:44:39,gender neutral,just men,just men,just men,just men,just men,just men,Yes,New York ,
2013-12-26 13:44:43,gender neutral,just men,just men,just men,just men,gender neutral,just men,No,London,
2013-12-26 13:45:59,gender neutral,just men,just men,just men,just men,gender neutral,just men,No,Brighton UK,
2013-12-26 13:46:49,gender neutral,gender neutral,gender neutral,gender neutral,gender neutral,gender neutral,gender neutral,No,Germany,
2013-12-26 13:47:39,gender neutral,just men,just men,just men,gender neutral,gender neutral,just men,Yes,,
2013-12-26 13:47:41,gender neutral,just men,just men,just men,just men,just men,just men,Yes,Ohio,
2013-12-26 13:47:52,gender neutral,just men,just men,just men,just men,gender neutral,just men,No,Texas,
2013-12-26 13:48:56,gender neutral,just men,just men,just men,just men,gender neutral,just men,No,western pennsylvania,
2013-12-26 13:49:29,gender neutral,just men,just men,just men,just men,just men,just men,No,Montreal,
2013-12-26 13:50:09,gender neutral,just men,just men,just men,just men,gender neutral,just men,Yes,Vancouver,
2013-12-26 13:50:35,gender neutral,just men,just men,just men,just men,gender neutral,just men,No,Florida,
2013-12-26 13:51:20,gender neutral,gender neutral,just men,just men,gender neutral,gender neutral,just men,Yes,uk,
2013-12-26 13:51:38,gender neutral,just men,just men,just men,just men,gender neutral,just men,No,Minnesota,
2013-12-26 13:52:06,gender neutral,just men,just men,just men,just men,just men,just men,No,Bloomington,
2013-12-26 13:52:38,gender neutral,just men,just men,gender neutral,just men,just men,just men,No,lausanne,
2013-12-26 13:53:21,gender neutral,just men,just men,gender neutral,just men,gender neutral,just men,Yes,Honolulu,
2013-12-26 13:53:41,gender neutral,just men,gender neutral,gender neutral,just men,gender neutral,just men,Yes,DC,
2013-12-26 13:53:41,just men,just men,just men,just men,just men,just men,just men,Yes,Portland OR,
2013-12-26 13:55:15,gender neutral,just men,just men,just men,just men,just men,just men,No,Florida,
2013-12-26 13:57:29,gender neutral,just men,just men,just men,just men,just men,just men,Yes,San Francisco,
2013-12-26 13:57:34,gender neutral,just men,just men,gender neutral,gender neutral,gender neutral,gender neutral,No,Seattle,
2013-12-26 13:57:55,gender neutral,just men,just men,gender neutral,just men,gender neutral,just men,No,london,
2013-12-26 13:58:26,gender neutral,just men,just men,just men,gender neutral,gender neutral,just men,No,Portland,
2013-12-26 13:58:38,gender neutral,just men,gender neutral,gender neutral,just men,gender neutral,just men,No,New Zealand,
2013-12-26 13:58:39,gender neutral,gender neutral,gender neutral,gender neutral,gender neutral,gender neutral,just men,No,NEw Zealand,
2013-12-26 13:58:43,gender neutral,just men,just men,just men,just men,just men,just men,No,Berlin,
2013-12-26 13:59:11,gender neutral,just men,gender neutral,gender neutral,just men,gender neutral,just men,No,los angeles,
2013-12-26 13:59:37,gender neutral,just men,just men,gender neutral,just men,gender neutral,just men,No,Scotland,
2013-12-26 13:59:41,gender neutral,just men,just men,just men,just men,gender neutral,just men,No,Seattle,
2013-12-26 14:00:37,gender neutral,gender neutral,just men,just men,gender neutral,gender neutral,gender neutral,Yes,new Zealand,
2013-12-26 14:00:40,gender neutral,just men,gender neutral,gender neutral,just men,gender neutral,just men,No,Hamilton,
2013-12-26 14:01:00,gender neutral,just men,just men,gender neutral,just men,gender neutral,just men,No,,
2013-12-26 14:02:17,gender neutral,gender neutral,just men,gender neutral,just men,gender neutral,just men,No,Portland,
2013-12-26 14:03:42,gender neutral,just men,gender neutral,gender neutral,just men,gender neutral,gender neutral,No,,
2013-12-26 14:03:44,gender neutral,gender neutral,just men,gender neutral,just men,gender neutral,just men,No,UK,
2013-12-26 14:03:53,just men,just men,just men,just men,just men,just men,just men,Yes,San Francisco,
2013-12-26 14:03:55,gender neutral,just men,just men,gender neutral,just men,gender neutral,just men,No,,
2013-12-26 14:03:58,gender neutral,just men,gender neutral,gender neutral,just men,gender neutral,gender neutral,No,,
2013-12-26 14:04:33,gender neutral,just men,just men,just men,just men,gender neutral,just men,No,,
2013-12-26 14:04:50,gender neutral,just men,just men,gender neutral,just men,gender neutral,just men,Yes,Louisville,
2013-12-26 14:05:21,gender neutral,just men,just men,gender neutral,gender neutral,gender neutral,just men,No,UK,
2013-12-26 14:05:39,gender neutral,just men,just men,just men,gender neutral,gender neutral,just men,No,East Coast,
2013-12-26 14:06:47,gender neutral,just men,just men,gender neutral,just men,gender neutral,just men,No,,
2013-12-26 14:07:14,gender neutral,just men,just men,just men,just men,just men,just men,No,CA,
2013-12-26 14:07:46,gender neutral,gender neutral,just men,just men,gender neutral,gender neutral,just men,Yes,Auckland,
2013-12-26 14:08:08,gender neutral,just men,just men,just men,just men,gender neutral,just men,No,Boston,
2013-12-26 14:09:00,gender neutral,gender neutral,just men,just men,gender neutral,gender neutral,just men,Yes,California,
2013-12-26 14:11:02,gender neutral,just men,just men,just men,just men,just men,just men,No,canada,
2013-12-26 14:11:17,gender neutral,just men,gender neutral,gender neutral,just men,gender neutral,just men,No,San Francisco,
2013-12-26 14:11:39,gender neutral,just men,just men,just men,just men,just men,just men,Yes,UK,
2013-12-26 14:12:21,gender neutral,just men,just men,just men,gender neutral,gender neutral,just men,No,hamburg,
2013-12-26 14:12:58,gender neutral,just men,just men,gender neutral,just men,gender neutral,just men,No,San Jose,
2013-12-26 14:13:15,gender neutral,just men,just men,gender neutral,just men,gender neutral,just men,Yes,Washington State,
2013-12-26 14:13:35,gender neutral,just men,just men,just men,just men,just men,just men,Yes,Madison,
2013-12-26 14:14:13,gender neutral,just men,gender neutral,just men,just men,gender neutral,just men,No,São Paulo - Brazil ,
2013-12-26 14:14:33,gender neutral,gender neutral,just men,just men,just men,gender neutral,just men,No,,
2013-12-26 14:15:01,gender neutral,just men,just men,just men,just men,just men,just men,No,Michigan,
2013-12-26 14:15:53,gender neutral,just men,just men,just men,just men,gender neutral,just men,Yes,Outside boston,
2013-12-26 14:16:10,gender neutral,just men,gender neutral,gender neutral,just men,gender neutral,gender neutral,No,,
2013-12-26 14:17:45,gender neutral,just men,just men,just men,just men,just men,just men,No,Belgium,
2013-12-26 14:18:47,gender neutral,just men,just men,just men,gender neutral,gender neutral,just men,No,Minneapolis,
2013-12-26 14:19:27,gender neutral,just men,just men,just men,just men,just men,just men,Yes,USA -Vermont,
2013-12-26 14:20:53,just men,just men,just men,just men,just men,gender neutral,just men,No,Lansing,
2013-12-26 14:21:34,gender neutral,just men,just men,just men,just men,just men,just men,No,England,
2013-12-26 14:23:08,gender neutral,just men,just men,gender neutral,just men,gender neutral,just men,No,Sydney,
2013-12-26 14:23:34,gender neutral,just men,just men,just men,gender neutral,gender neutral,just men,No,Berlin,
2013-12-26 14:23:59,gender neutral,just men,gender neutral,gender neutral,just men,gender neutral,just men,No,San Francisco,
2013-12-26 14:24:39,gender neutral,just men,just men,gender neutral,gender neutral,just men,just men,No,Pittsburgh,
2013-12-26 14:25:15,gender neutral,just men,just men,just men,just men,gender neutral,just men,No,,
2013-12-26 14:25:17,gender neutral,just men,just men,just men,gender neutral,just men,just men,No,pittsburgh,
2013-12-26 14:25:44,gender neutral,just men,just men,just men,just men,just men,just men,Yes,Texas,
2013-12-26 14:26:25,gender neutral,just men,gender neutral,gender neutral,gender neutral,gender neutral,gender neutral,No,London UK,
2013-12-26 14:26:50,gender neutral,just men,gender neutral,gender neutral,gender neutral,gender neutral,gender neutral,No,UK,
2013-12-26 14:27:48,gender neutral,just men,gender neutral,gender neutral,just men,gender neutral,just men,No,Nebraska,
2013-12-26 14:28:54,gender neutral,just men,just men,just men,just men,just men,just men,No,Boulder,
2013-12-26 14:28:54,gender neutral,just men,just men,gender neutral,just men,gender neutral,just men,No,,
2013-12-26 14:29:06,gender neutral,gender neutral,just men,gender neutral,just men,gender neutral,just men,Yes,Australia,
2013-12-26 14:30:12,gender neutral,just men,just men,just men,just men,gender neutral,just men,No,NYC,
2013-12-26 14:31:11,gender neutral,just men,just men,gender neutral,just men,gender neutral,just men,No,Chicago,
2013-12-26 14:31:29,gender neutral,just men,just men,gender neutral,just men,gender neutral,just men,No,Berlin,
2013-12-26 14:32:08,gender neutral,just men,just men,gender neutral,just men,just men,just men,No,Boston,
2013-12-26 14:32:25,gender neutral,just men,gender neutral,just men,gender neutral,just men,just men,No,Portland,
2013-12-26 14:33:08,gender neutral,just men,just men,gender neutral,just men,gender neutral,gender neutral,No,Canada,
2013-12-26 14:33:52,gender neutral,just men,just men,just men,just men,just men,just men,Yes,Auckland,
2013-12-26 14:34:26,gender neutral,just men,just men,just men,just men,gender neutral,just men,No,Austin,
2013-12-26 14:35:15,gender neutral,just men,just men,just men,just men,gender neutral,just men,No,San Francisco,
2013-12-26 14:35:49,gender neutral,just men,just men,just men,just men,gender neutral,just men,No,California,
2013-12-26 14:36:30,gender neutral,gender neutral,just men,just men,just men,gender neutral,just men,Yes,Milwaukee,
2013-12-26 14:36:57,gender neutral,just men,just men,just men,just men,just men,just men,No,Indiana,
2013-12-26 14:37:52,just men,just men,just men,just men,just men,just men,just men,No,London,
2013-12-26 14:38:03,gender neutral,just men,just men,just men,just men,just men,just men,No,Auckland,
2013-12-26 14:38:32,gender neutral,just men,just men,just men,just men,gender neutral,just men,No,UK,
2013-12-26 14:40:10,gender neutral,just men,just men,just men,just men,just men,just men,No,Illinois,
2013-12-26 14:41:08,gender neutral,just men,just men,gender neutral,just men,gender neutral,just men,No,NYC,
2013-12-26 14:41:31,gender neutral,just men,just men,gender neutral,just men,gender neutral,just men,No,Toronto,
2013-12-26 14:41:37,gender neutral,just men,gender neutral,gender neutral,gender neutral,gender neutral,just men,No,UK,
2013-12-26 14:41:38,gender neutral,just men,just men,gender neutral,gender neutral,gender neutral,just men,No,aurora,
2013-12-26 14:42:15,gender neutral,just men,just men,just men,just men,just men,just men,Yes,California,
2013-12-26 14:42:30,gender neutral,just men,gender neutral,just men,just men,gender neutral,just men,No,London,
2013-12-26 14:44:31,gender neutral,gender neutral,gender neutral,gender neutral,gender neutral,gender neutral,gender neutral,No,Canada,
2013-12-26 14:44:47,gender neutral,just men,just men,just men,just men,just men,just men,No,Boston,
2013-12-26 14:45:32,gender neutral,just men,just men,just men,just men,just men,just men,Yes,Miami,
